year,tide_ht,quadrat_m,invert_species,date,count,quadrat_number
2017,H,3,Hiat_a,NA,0,NA
2017,H,3,Lacu_v,NA,0,NA
2017,H,3,Lepi_s,NA,0,NA
2017,H,3,Litt_l,NA,0,NA
2017,H,3,Litt_o,NA,0,NA
2017,H,3,Litt_s,NA,0,NA
2017,H,3,Litt_spp,NA,0,NA
2017,H,3,Metr_s,NA,0,NA
2017,H,3,Modi_m,NA,0,NA
2017,H,3,Myti_e,NA,0,NA
2017,H,3,Nuce_l,NA,0,NA
2017,H,3,Ostr_e,NA,0,NA
2017,H,3,Stro_d,NA,0,NA
2017,H,3,Tect_t,NA,0,NA
2017,H,3,Urti_f,NA,0,NA
2017,H,6,Aste_f,NA,0,NA
2017,H,6,Aste_r,NA,0,NA
2017,H,6,Aste_v,NA,0,NA
2017,H,6,Botr_s,NA,0,NA
2017,H,6,Canc_b,NA,0,NA
2017,H,6,Canc_i,NA,0,NA
2017,H,6,Carc_m,NA,0,NA
2017,H,6,Cion_i,NA,0,NA
2017,H,6,Crep_f,NA,0,NA
2017,H,6,Dide_sp,NA,0,NA
2017,H,6,Dide_v,NA,0,NA
2017,H,6,Gamm_spp,NA,0,NA
2017,H,6,Hemi_s,NA,0,NA
2017,H,6,Hiat_a,NA,0,NA
2017,H,6,Lacu_v,NA,0,NA
2017,H,6,Lepi_s,NA,0,NA
2017,H,6,Litt_l,NA,0,NA
2017,H,6,Litt_o,NA,0,NA
2017,H,6,Litt_s,NA,0,NA
2017,H,6,Litt_spp,NA,0,NA
2017,H,6,Metr_s,NA,0,NA
2017,H,6,Modi_m,NA,0,NA
2017,H,6,Myti_e,NA,0,NA
2017,H,6,Nuce_l,NA,0,NA
2017,H,6,Ostr_e,NA,0,NA
2017,H,6,Stro_d,NA,0,NA
2017,H,6,Tect_t,NA,0,NA
2017,H,6,Urti_f,NA,0,NA
2017,H,9,Aste_f,NA,0,NA
2017,H,9,Aste_r,NA,0,NA
2017,H,9,Aste_v,NA,0,NA
2017,H,9,Botr_s,NA,0,NA
2017,H,9,Canc_b,NA,0,NA
2017,H,9,Canc_i,NA,0,NA
2017,H,9,Carc_m,NA,0,NA
2017,H,9,Cion_i,NA,0,NA
2017,H,9,Crep_f,NA,0,NA
2017,H,9,Dide_sp,NA,0,NA
2017,H,9,Dide_v,NA,0,NA
2017,H,9,Gamm_spp,NA,0,NA
2017,H,9,Hemi_s,NA,0,NA
2017,H,9,Hiat_a,NA,0,NA
2017,H,9,Lacu_v,NA,0,NA
2017,H,9,Lepi_s,NA,0,NA
2017,H,9,Litt_l,NA,0,NA
2017,H,9,Litt_o,NA,0,NA
2017,H,9,Litt_s,NA,0,NA
2017,H,9,Litt_spp,NA,0,NA
2017,H,9,Metr_s,NA,0,NA
2017,H,9,Modi_m,NA,0,NA
2017,H,9,Myti_e,NA,0,NA
2017,H,9,Nuce_l,NA,0,NA
2017,H,9,Ostr_e,NA,0,NA
2017,H,9,Stro_d,NA,0,NA
2017,H,9,Tect_t,NA,0,NA
2017,H,9,Urti_f,NA,0,NA
2017,H,12,Aste_f,NA,0,NA
2017,H,12,Aste_r,NA,0,NA
2017,H,12,Aste_v,NA,0,NA
2017,H,12,Botr_s,NA,0,NA
2017,H,12,Canc_b,NA,0,NA
2017,H,12,Canc_i,NA,0,NA
2017,H,12,Carc_m,NA,0,NA
2017,H,12,Cion_i,NA,0,NA
2017,H,12,Crep_f,NA,0,NA
2017,H,12,Dide_sp,NA,0,NA
2017,H,12,Dide_v,NA,0,NA
2017,H,12,Gamm_spp,NA,0,NA
2017,H,12,Hemi_s,NA,0,NA
2017,H,12,Hiat_a,NA,0,NA
2017,H,12,Lacu_v,NA,0,NA
2017,H,12,Lepi_s,NA,0,NA
2017,H,12,Litt_l,NA,0,NA
2017,H,12,Litt_o,NA,0,NA
2017,H,12,Litt_s,NA,0,NA
2017,H,12,Litt_spp,NA,0,NA
2017,H,12,Metr_s,NA,0,NA
2017,H,12,Modi_m,NA,0,NA
2017,H,12,Myti_e,NA,0,NA
2017,H,12,Nuce_l,NA,0,NA
2017,H,12,Ostr_e,NA,0,NA
2017,H,12,Stro_d,NA,0,NA
2017,H,12,Tect_t,NA,0,NA
2017,H,12,Urti_f,NA,0,NA
2017,H,15,Aste_f,NA,0,NA
2017,H,15,Aste_r,NA,0,NA
2017,H,15,Aste_v,NA,0,NA
2017,H,15,Botr_s,NA,0,NA
2017,H,15,Canc_b,NA,0,NA
2017,H,15,Canc_i,NA,0,NA
2017,H,15,Carc_m,NA,0,NA
2017,H,15,Cion_i,NA,0,NA
2017,H,15,Crep_f,NA,0,NA
2017,H,15,Dide_sp,NA,0,NA
2017,H,15,Dide_v,NA,0,NA
2017,H,15,Gamm_spp,NA,0,NA
2017,H,15,Hemi_s,NA,0,NA
2017,H,15,Hiat_a,NA,0,NA
2017,H,15,Lacu_v,NA,0,NA
2017,H,15,Lepi_s,NA,0,NA
2017,H,15,Litt_l,NA,0,NA
2017,H,15,Litt_o,NA,0,NA
2017,H,15,Litt_s,NA,0,NA
2017,H,15,Litt_spp,NA,0,NA
2017,H,15,Metr_s,NA,0,NA
2017,H,15,Modi_m,NA,0,NA
2017,H,15,Myti_e,NA,0,NA
2017,H,15,Nuce_l,NA,0,NA
2017,H,15,Ostr_e,NA,0,NA
2017,H,15,Stro_d,NA,0,NA
2017,H,15,Tect_t,NA,0,NA
2017,H,15,Urti_f,NA,0,NA
2017,H,18,Aste_f,NA,0,NA
2017,H,18,Aste_r,NA,0,NA
2017,H,18,Aste_v,NA,0,NA
2017,H,18,Botr_s,NA,0,NA
2017,H,18,Canc_b,NA,0,NA
2017,H,18,Canc_i,NA,0,NA
2017,H,18,Carc_m,NA,0,NA
2017,H,18,Cion_i,NA,0,NA
2017,H,18,Crep_f,NA,0,NA
2017,H,18,Dide_sp,NA,0,NA
2017,H,18,Dide_v,NA,0,NA
2017,H,18,Gamm_spp,NA,0,NA
2017,H,18,Hemi_s,NA,0,NA
2017,H,18,Hiat_a,NA,0,NA
2017,H,18,Lacu_v,NA,0,NA
2017,H,18,Lepi_s,NA,0,NA
2017,H,18,Litt_l,NA,0,NA
2017,H,18,Litt_o,NA,0,NA
2017,H,18,Litt_s,NA,0,NA
2017,H,18,Litt_spp,NA,0,NA
2017,H,18,Metr_s,NA,0,NA
2017,H,18,Modi_m,NA,0,NA
2017,H,18,Myti_e,NA,0,NA
2017,H,18,Nuce_l,NA,0,NA
2017,H,18,Ostr_e,NA,0,NA
2017,H,18,Stro_d,NA,0,NA
2017,H,18,Tect_t,NA,0,NA
2017,H,18,Urti_f,NA,0,NA
2017,H,21,Aste_f,NA,0,NA
2017,H,21,Aste_r,NA,0,NA
2017,H,21,Aste_v,NA,0,NA
2017,H,21,Botr_s,NA,0,NA
2017,H,21,Canc_b,NA,0,NA
2017,H,21,Canc_i,NA,0,NA
2017,H,21,Carc_m,NA,0,NA
2017,H,21,Cion_i,NA,0,NA
2017,H,21,Crep_f,NA,0,NA
2017,H,21,Dide_sp,NA,0,NA
2017,H,21,Dide_v,NA,0,NA
2017,H,21,Gamm_spp,NA,0,NA
2017,H,21,Hemi_s,NA,0,NA
2017,H,21,Hiat_a,NA,0,NA
2017,H,21,Lacu_v,NA,0,NA
2017,H,21,Lepi_s,NA,0,NA
2017,H,21,Litt_l,NA,0,NA
2017,H,21,Litt_o,NA,0,NA
2017,H,21,Litt_s,NA,0,NA
2017,H,21,Litt_spp,NA,0,NA
2017,H,21,Metr_s,NA,0,NA
2017,H,21,Modi_m,NA,0,NA
2017,H,21,Myti_e,NA,0,NA
2017,H,21,Nuce_l,NA,0,NA
2017,H,21,Ostr_e,NA,0,NA
2017,H,21,Stro_d,NA,0,NA
2017,H,21,Tect_t,NA,0,NA
2017,H,21,Urti_f,NA,0,NA
2017,H,24,Aste_f,NA,0,NA
2017,H,24,Aste_r,NA,0,NA
2017,H,24,Aste_v,NA,0,NA
2017,H,24,Botr_s,NA,0,NA
2017,H,24,Canc_b,NA,0,NA
2017,H,24,Canc_i,NA,0,NA
2017,H,24,Carc_m,NA,0,NA
2017,H,24,Cion_i,NA,0,NA
2017,H,24,Crep_f,NA,0,NA
2017,H,24,Dide_sp,NA,0,NA
2017,H,24,Dide_v,NA,0,NA
2017,H,24,Gamm_spp,NA,0,NA
2017,H,24,Hemi_s,NA,0,NA
2017,H,24,Hiat_a,NA,0,NA
2017,H,24,Lacu_v,NA,0,NA
2017,H,24,Lepi_s,NA,0,NA
2017,H,24,Litt_l,NA,0,NA
2017,H,24,Litt_o,NA,0,NA
2017,H,24,Litt_s,NA,0,NA
2017,H,24,Litt_spp,NA,0,NA
2017,H,24,Metr_s,NA,0,NA
2017,H,24,Modi_m,NA,0,NA
2017,H,24,Myti_e,NA,0,NA
2017,H,24,Nuce_l,NA,0,NA
2017,H,24,Ostr_e,NA,0,NA
2017,H,24,Stro_d,NA,0,NA
2017,H,24,Tect_t,NA,0,NA
2017,H,24,Urti_f,NA,0,NA
2017,H,27,Aste_f,NA,0,NA
2017,H,27,Aste_r,NA,0,NA
2017,H,27,Aste_v,NA,0,NA
2017,H,27,Botr_s,NA,0,NA
2017,H,27,Canc_b,NA,0,NA
2017,H,27,Canc_i,NA,0,NA
2017,H,27,Carc_m,NA,0,NA
2017,H,27,Cion_i,NA,0,NA
2017,H,27,Crep_f,NA,0,NA
2017,H,27,Dide_sp,NA,0,NA
2017,H,27,Dide_v,NA,0,NA
2017,H,27,Gamm_spp,NA,0,NA
2017,H,27,Hemi_s,NA,0,NA
2017,H,27,Hiat_a,NA,0,NA
2017,H,27,Lacu_v,NA,0,NA
2017,H,27,Lepi_s,NA,0,NA
2017,H,27,Litt_l,NA,0,NA
2017,H,27,Litt_o,NA,0,NA
2017,H,27,Litt_s,NA,0,NA
2017,H,27,Litt_spp,NA,0,NA
2017,H,27,Metr_s,NA,0,NA
2017,H,27,Modi_m,NA,0,NA
2017,H,27,Myti_e,NA,0,NA
2017,H,27,Nuce_l,NA,0,NA
2017,H,27,Ostr_e,NA,0,NA
2017,H,27,Stro_d,NA,0,NA
2017,H,27,Tect_t,NA,0,NA
2017,H,27,Urti_f,NA,0,NA
2017,H,30,Aste_f,NA,0,NA
2017,H,30,Aste_r,NA,0,NA
2017,H,30,Aste_v,NA,0,NA
2017,H,30,Botr_s,NA,0,NA
2017,H,30,Canc_b,NA,0,NA
2017,H,30,Canc_i,NA,0,NA
2017,H,30,Carc_m,NA,0,NA
2017,H,30,Cion_i,NA,0,NA
2017,H,30,Crep_f,NA,0,NA
2017,H,30,Dide_sp,NA,0,NA
2017,H,30,Dide_v,NA,0,NA
2017,H,30,Gamm_spp,NA,0,NA
2017,H,30,Hemi_s,NA,0,NA
2017,H,30,Hiat_a,NA,0,NA
2017,H,30,Lacu_v,NA,0,NA
2017,H,30,Lepi_s,NA,0,NA
2017,H,30,Litt_l,NA,0,NA
2017,H,30,Litt_o,NA,0,NA
2017,H,30,Litt_s,NA,0,NA
2017,H,30,Litt_spp,NA,0,NA
2017,H,30,Metr_s,NA,0,NA
2017,H,30,Modi_m,NA,0,NA
2017,H,30,Myti_e,NA,0,NA
2017,H,30,Nuce_l,NA,0,NA
2017,H,30,Ostr_e,NA,0,NA
2017,H,30,Stro_d,NA,0,NA
2017,H,30,Tect_t,NA,0,NA
2017,H,30,Urti_f,NA,0,NA
2017,H,NA,Aste_f,NA,0,NA
2017,H,NA,Aste_r,NA,0,NA
2017,H,NA,Aste_v,NA,0,NA
2017,H,NA,Botr_s,NA,0,NA
2017,H,NA,Canc_b,NA,0,NA
2017,H,NA,Canc_i,NA,0,NA
2017,H,NA,Carc_m,NA,0,NA
2017,H,NA,Cion_i,NA,0,NA
2017,H,NA,Crep_f,NA,0,NA
2017,H,NA,Dide_sp,NA,0,NA
2017,H,NA,Dide_v,NA,0,NA
2017,H,NA,Gamm_spp,NA,0,NA
2017,H,NA,Hemi_s,NA,0,NA
2017,H,NA,Hiat_a,NA,0,NA
2017,H,NA,Lacu_v,NA,0,NA
2017,H,NA,Lepi_s,NA,0,NA
2017,H,NA,Litt_l,NA,0,NA
2017,H,NA,Litt_o,NA,0,NA
2017,H,NA,Litt_s,NA,0,NA
2017,H,NA,Litt_spp,NA,0,NA
2017,H,NA,Metr_s,NA,0,NA
2017,H,NA,Modi_m,NA,0,NA
2017,H,NA,Myti_e,NA,0,NA
2017,H,NA,Nuce_l,NA,0,NA
2017,H,NA,Ostr_e,NA,0,NA
2017,H,NA,Stro_d,NA,0,NA
2017,H,NA,Tect_t,NA,0,NA
2017,H,NA,Urti_f,NA,0,NA
2017,M,0,Aste_f,2017-08-13T00:00:00Z,0,NA
2017,M,0,Aste_r,NA,0,NA
2017,M,0,Aste_v,2017-08-13T00:00:00Z,0,NA
2017,M,0,Botr_s,2017-08-13T00:00:00Z,0,NA
2017,M,0,Canc_b,2017-08-13T00:00:00Z,0,NA
2017,M,0,Canc_i,2017-08-13T00:00:00Z,0,NA
2017,M,0,Carc_m,2017-08-13T00:00:00Z,0,NA
2017,M,0,Cion_i,2017-08-13T00:00:00Z,0,NA
2017,M,0,Crep_f,2017-08-13T00:00:00Z,0,NA
2017,M,0,Dide_sp,NA,0,NA
2017,M,0,Dide_v,2017-08-13T00:00:00Z,0,NA
2017,M,0,Gamm_spp,2017-08-13T00:00:00Z,0,NA
2017,M,0,Hemi_s,2017-08-13T00:00:00Z,0,NA
2017,M,0,Hiat_a,2017-08-13T00:00:00Z,0,NA
2017,M,0,Lacu_v,2017-08-13T00:00:00Z,0,NA
2017,M,0,Lepi_s,2017-08-13T00:00:00Z,0,NA
2017,M,0,Litt_l,2017-08-13T00:00:00Z,8,NA
2017,M,0,Litt_o,2017-08-13T00:00:00Z,0,NA
2017,M,0,Litt_s,2017-08-13T00:00:00Z,0,NA
2017,M,0,Litt_spp,2017-08-13T00:00:00Z,0,NA
2017,M,0,Metr_s,2017-08-13T00:00:00Z,0,NA
2017,M,0,Modi_m,2017-08-13T00:00:00Z,0,NA
2017,M,0,Myti_e,2017-08-13T00:00:00Z,0,NA
2017,M,0,Nuce_l,2017-08-13T00:00:00Z,2,NA
2017,M,0,Ostr_e,2017-08-13T00:00:00Z,0,NA
2017,M,0,Stro_d,2017-08-13T00:00:00Z,0,NA
2017,M,0,Tect_t,2017-08-13T00:00:00Z,0,NA
2017,M,0,Urti_f,2017-08-13T00:00:00Z,0,NA
2017,M,3,Aste_f,NA,0,NA
2017,M,3,Aste_r,NA,0,NA
2017,M,3,Aste_v,NA,0,NA
2017,M,3,Botr_s,NA,0,NA
2017,M,3,Canc_b,NA,0,NA
2017,M,3,Canc_i,NA,0,NA
2017,M,3,Carc_m,NA,0,NA
2017,M,3,Cion_i,NA,0,NA
2017,M,3,Crep_f,NA,0,NA
2017,M,3,Dide_sp,NA,0,NA
2017,M,3,Dide_v,NA,0,NA
2017,M,3,Gamm_spp,NA,0,NA
2017,M,3,Hemi_s,NA,0,NA
2017,M,3,Hiat_a,NA,0,NA
2017,M,3,Lacu_v,NA,0,NA
2017,M,3,Lepi_s,NA,0,NA
2017,M,3,Litt_l,NA,0,NA
2017,M,3,Litt_o,NA,0,NA
2017,M,3,Litt_s,NA,0,NA
2017,M,3,Litt_spp,NA,0,NA
2017,M,3,Metr_s,NA,0,NA
2017,M,3,Modi_m,NA,0,NA
2017,M,3,Myti_e,NA,0,NA
2017,M,3,Nuce_l,NA,0,NA
2017,M,3,Ostr_e,NA,0,NA
2017,M,3,Stro_d,NA,0,NA
2017,M,3,Tect_t,NA,0,NA
2017,M,3,Urti_f,NA,0,NA
2017,M,6,Aste_f,NA,0,NA
2017,M,6,Aste_r,NA,0,NA
2017,M,6,Aste_v,NA,0,NA
2017,M,6,Botr_s,NA,0,NA
2017,M,6,Canc_b,NA,0,NA
2017,M,6,Canc_i,NA,0,NA
2017,M,6,Carc_m,NA,0,NA
2017,M,6,Cion_i,NA,0,NA
2017,M,6,Crep_f,NA,0,NA
2017,M,6,Dide_sp,NA,0,NA
2017,M,6,Dide_v,NA,0,NA
2017,M,6,Gamm_spp,NA,0,NA
2017,M,6,Hemi_s,NA,0,NA
2017,M,6,Hiat_a,NA,0,NA
2017,M,6,Lacu_v,NA,0,NA
2017,M,6,Lepi_s,NA,0,NA
2017,M,6,Litt_l,NA,0,NA
2017,M,6,Litt_o,NA,0,NA
2017,M,6,Litt_s,NA,0,NA
2017,M,6,Litt_spp,NA,0,NA
2017,M,6,Metr_s,NA,0,NA
2017,M,6,Modi_m,NA,0,NA
2017,M,6,Myti_e,NA,0,NA
2017,M,6,Nuce_l,NA,0,NA
2017,M,6,Ostr_e,NA,0,NA
2017,M,6,Stro_d,NA,0,NA
2017,M,6,Tect_t,NA,0,NA
2017,M,6,Urti_f,NA,0,NA
2017,M,9,Aste_f,NA,0,NA
2017,M,9,Aste_r,NA,0,NA
2017,M,9,Aste_v,NA,0,NA
2017,M,9,Botr_s,NA,0,NA
2017,M,9,Canc_b,NA,0,NA
2017,M,9,Canc_i,NA,0,NA
2017,M,9,Carc_m,NA,0,NA
2017,M,9,Cion_i,NA,0,NA
2017,M,9,Crep_f,NA,0,NA
2017,M,9,Dide_sp,NA,0,NA
2017,M,9,Dide_v,NA,0,NA
2017,M,9,Gamm_spp,NA,0,NA
2017,M,9,Hemi_s,NA,0,NA
2017,M,9,Hiat_a,NA,0,NA
2017,M,9,Lacu_v,NA,0,NA
2017,M,9,Lepi_s,NA,0,NA
2017,M,9,Litt_l,NA,0,NA
2017,M,9,Litt_o,NA,0,NA
2017,M,9,Litt_s,NA,0,NA
2017,M,9,Litt_spp,NA,0,NA
2017,M,9,Metr_s,NA,0,NA
2017,M,9,Modi_m,NA,0,NA
2017,M,9,Myti_e,NA,0,NA
2017,M,9,Nuce_l,NA,0,NA
2017,M,9,Ostr_e,NA,0,NA
2017,M,9,Stro_d,NA,0,NA
2017,M,9,Tect_t,NA,0,NA
2017,M,9,Urti_f,NA,0,NA
2017,M,12,Aste_f,NA,0,NA
2017,M,12,Aste_r,NA,0,NA
2017,M,12,Aste_v,NA,0,NA
2017,M,12,Botr_s,NA,0,NA
2017,M,12,Canc_b,NA,0,NA
2017,M,12,Canc_i,NA,0,NA
2017,M,12,Carc_m,NA,0,NA
2017,M,12,Cion_i,NA,0,NA
2017,M,12,Crep_f,NA,0,NA
2017,M,12,Dide_sp,NA,0,NA
2017,M,12,Dide_v,NA,0,NA
2017,M,12,Gamm_spp,NA,0,NA
2017,M,12,Hemi_s,NA,0,NA
2017,M,12,Hiat_a,NA,0,NA
2017,M,12,Lacu_v,NA,0,NA
2017,M,12,Lepi_s,NA,0,NA
2017,M,12,Litt_l,NA,0,NA
2017,M,12,Litt_o,NA,0,NA
2017,M,12,Litt_s,NA,0,NA
2017,M,12,Litt_spp,NA,0,NA
2017,M,12,Metr_s,NA,0,NA
2017,M,12,Modi_m,NA,0,NA
2017,M,12,Myti_e,NA,0,NA
2017,M,12,Nuce_l,NA,0,NA
2017,M,12,Ostr_e,NA,0,NA
2017,M,12,Stro_d,NA,0,NA
2017,M,12,Tect_t,NA,0,NA
2017,M,12,Urti_f,NA,0,NA
2017,M,15,Aste_f,NA,0,NA
2017,M,15,Aste_r,NA,0,NA
2017,M,15,Aste_v,NA,0,NA
2017,M,15,Botr_s,NA,0,NA
2017,M,15,Canc_b,NA,0,NA
2017,M,15,Canc_i,NA,0,NA
2017,M,15,Carc_m,NA,0,NA
2017,M,15,Cion_i,NA,0,NA
2017,M,15,Crep_f,NA,0,NA
2017,M,15,Dide_sp,NA,0,NA
2017,M,15,Dide_v,NA,0,NA
2017,M,15,Gamm_spp,NA,0,NA
2017,M,15,Hemi_s,NA,0,NA
2017,M,15,Hiat_a,NA,0,NA
2017,M,15,Lacu_v,NA,0,NA
2017,M,15,Lepi_s,NA,0,NA
2017,M,15,Litt_l,NA,0,NA
2017,M,15,Litt_o,NA,0,NA
2017,M,15,Litt_s,NA,0,NA
2017,M,15,Litt_spp,NA,0,NA
2017,M,15,Metr_s,NA,0,NA
2017,M,15,Modi_m,NA,0,NA
2017,M,15,Myti_e,NA,0,NA
2017,M,15,Nuce_l,NA,0,NA
2017,M,15,Ostr_e,NA,0,NA
2017,M,15,Stro_d,NA,0,NA
2017,M,15,Tect_t,NA,0,NA
2017,M,15,Urti_f,NA,0,NA
2017,M,18,Aste_f,NA,0,NA
2017,M,18,Aste_r,NA,0,NA
2017,M,18,Aste_v,NA,0,NA
2017,M,18,Botr_s,NA,0,NA
2017,M,18,Canc_b,NA,0,NA
2017,M,18,Canc_i,NA,0,NA
2017,M,18,Carc_m,NA,0,NA
2017,M,18,Cion_i,NA,0,NA
2017,M,18,Crep_f,NA,0,NA
2017,M,18,Dide_sp,NA,0,NA
2017,M,18,Dide_v,NA,0,NA
2017,M,18,Gamm_spp,NA,0,NA
2017,M,18,Hemi_s,NA,0,NA
2017,M,18,Hiat_a,NA,0,NA
2017,M,18,Lacu_v,NA,0,NA
2017,M,18,Lepi_s,NA,0,NA
2017,M,18,Litt_l,NA,0,NA
2017,M,18,Litt_o,NA,0,NA
2017,M,18,Litt_s,NA,0,NA
2017,M,18,Litt_spp,NA,0,NA
2017,M,18,Metr_s,NA,0,NA
2017,M,18,Modi_m,NA,0,NA
2017,M,18,Myti_e,NA,0,NA
2017,M,18,Nuce_l,NA,0,NA
2017,M,18,Ostr_e,NA,0,NA
2017,M,18,Stro_d,NA,0,NA
2017,M,18,Tect_t,NA,0,NA
2017,M,18,Urti_f,NA,0,NA
2017,M,21,Aste_f,NA,0,NA
2017,M,21,Aste_r,NA,0,NA
2017,M,21,Aste_v,NA,0,NA
2017,M,21,Botr_s,NA,0,NA
2017,M,21,Canc_b,NA,0,NA
2017,M,21,Canc_i,NA,0,NA
2017,M,21,Carc_m,NA,0,NA
2017,M,21,Cion_i,NA,0,NA
2017,M,21,Crep_f,NA,0,NA
2017,M,21,Dide_sp,NA,0,NA
2017,M,21,Dide_v,NA,0,NA
2017,M,21,Gamm_spp,NA,0,NA
2017,M,21,Hemi_s,NA,0,NA
2017,M,21,Hiat_a,NA,0,NA
2017,M,21,Lacu_v,NA,0,NA
2017,M,21,Lepi_s,NA,0,NA
2017,M,21,Litt_l,NA,0,NA
2017,M,21,Litt_o,NA,0,NA
2017,M,21,Litt_s,NA,0,NA
2017,M,21,Litt_spp,NA,0,NA
2017,M,21,Metr_s,NA,0,NA
2017,M,21,Modi_m,NA,0,NA
2017,M,21,Myti_e,NA,0,NA
2017,M,21,Nuce_l,NA,0,NA
2017,M,21,Ostr_e,NA,0,NA
2017,M,21,Stro_d,NA,0,NA
2017,M,21,Tect_t,NA,0,NA
2017,M,21,Urti_f,NA,0,NA
2017,M,24,Aste_f,NA,0,NA
2017,M,24,Aste_r,NA,0,NA
2017,M,24,Aste_v,NA,0,NA
2017,M,24,Botr_s,NA,0,NA
2017,M,24,Canc_b,NA,0,NA
2017,M,24,Canc_i,NA,0,NA
2017,M,24,Carc_m,NA,0,NA
2017,M,24,Cion_i,NA,0,NA
2017,M,24,Crep_f,NA,0,NA
2017,M,24,Dide_sp,NA,0,NA
2017,M,24,Dide_v,NA,0,NA
2017,M,24,Gamm_spp,NA,0,NA
2017,M,24,Hemi_s,NA,0,NA
2017,M,24,Hiat_a,NA,0,NA
2017,M,24,Lacu_v,NA,0,NA
2017,M,24,Lepi_s,NA,0,NA
2017,M,24,Litt_l,NA,0,NA
2017,M,24,Litt_o,NA,0,NA
2017,M,24,Litt_s,NA,0,NA
2017,M,24,Litt_spp,NA,0,NA
2017,M,24,Metr_s,NA,0,NA
2017,M,24,Modi_m,NA,0,NA
2017,M,24,Myti_e,NA,0,NA
2017,M,24,Nuce_l,NA,0,NA
2017,M,24,Ostr_e,NA,0,NA
2017,M,24,Stro_d,NA,0,NA
2017,M,24,Tect_t,NA,0,NA
2017,M,24,Urti_f,NA,0,NA
2017,M,27,Aste_f,NA,0,NA
2017,M,27,Aste_r,NA,0,NA
2017,M,27,Aste_v,NA,0,NA
2017,M,27,Botr_s,NA,0,NA
2017,M,27,Canc_b,NA,0,NA
2017,M,27,Canc_i,NA,0,NA
2017,M,27,Carc_m,NA,0,NA
2017,M,27,Cion_i,NA,0,NA
2017,M,27,Crep_f,NA,0,NA
2017,M,27,Dide_sp,NA,0,NA
2017,M,27,Dide_v,NA,0,NA
2017,M,27,Gamm_spp,NA,0,NA
2017,M,27,Hemi_s,NA,0,NA
2017,M,27,Hiat_a,NA,0,NA
2017,M,27,Lacu_v,NA,0,NA
2017,M,27,Lepi_s,NA,0,NA
2017,M,27,Litt_l,NA,0,NA
2017,M,27,Litt_o,NA,0,NA
2017,M,27,Litt_s,NA,0,NA
2017,M,27,Litt_spp,NA,0,NA
2017,M,27,Metr_s,NA,0,NA
2017,M,27,Modi_m,NA,0,NA
2017,M,27,Myti_e,NA,0,NA
2017,M,27,Nuce_l,NA,0,NA
2017,M,27,Ostr_e,NA,0,NA
2017,M,27,Stro_d,NA,0,NA
2017,M,27,Tect_t,NA,0,NA
2017,M,27,Urti_f,NA,0,NA
2017,M,30,Aste_f,NA,0,NA
2017,M,30,Aste_r,NA,0,NA
2017,M,30,Aste_v,NA,0,NA
2017,M,30,Botr_s,NA,0,NA
2017,M,30,Canc_b,NA,0,NA
2017,M,30,Canc_i,NA,0,NA
