year,tide_ht,quadrat_m,seaweed_species,date,Asco_n_ht,Asco_n_bladders,squares_out_of_25,proportion,quadrat_number,Asco_nHt,Asco_nBladders
2017,H,27,Asco_nSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Cera_rSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Chon_cSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Cora_oSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Fucu_dCC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Fucu_dSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Fucu_sCC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Fucu_spp,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Fucu_sSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Fucu_vCC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Fucu_vSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Lami_spp,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Mast_sSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Porp_sp,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Ulva_iSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,27,Ulva_lSC,2017-08-12T00:00:00Z,NA,NA,17,0.68,NA,NA,NA
2017,H,27,Vert_lSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Asco_nCC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Asco_nSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Cera_rSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Chon_cSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Cora_oSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Fucu_dCC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Fucu_dSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Fucu_sCC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Fucu_spp,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Fucu_sSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Fucu_vCC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Fucu_vSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Lami_spp,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Mast_sSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Porp_sp,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Ulva_iSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Ulva_lSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,30,Vert_lSC,2017-08-12T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,H,NA,Asco_nCC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Asco_nSC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Cera_rSC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Chon_cSC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Cora_oSC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Fucu_dCC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Fucu_dSC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Fucu_sCC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Fucu_spp,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Fucu_sSC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Fucu_vCC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Fucu_vSC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Lami_spp,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Mast_sSC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Porp_sp,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Ulva_iSC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Ulva_lSC,NA,NA,NA,0,0,NA,NA,NA
2017,H,NA,Vert_lSC,NA,NA,NA,0,0,NA,NA,NA
2017,M,0,Asco_nCC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,0,Asco_nSC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,0,Cera_rSC,2017-08-13T00:00:00Z,NA,NA,4,0.16,NA,NA,NA
2017,M,0,Chon_cSC,2017-08-13T00:00:00Z,NA,NA,7,0.28,NA,NA,NA
2017,M,0,Cora_oSC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,0,Fucu_dCC,2017-08-13T00:00:00Z,NA,NA,7,0.28,NA,NA,NA
2017,M,0,Fucu_dSC,2017-08-13T00:00:00Z,NA,NA,7,0.28,NA,NA,NA
2017,M,0,Fucu_sCC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,0,Fucu_spp,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,0,Fucu_sSC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,0,Fucu_vCC,2017-08-13T00:00:00Z,NA,NA,13,0.52,NA,NA,NA
2017,M,0,Fucu_vSC,2017-08-13T00:00:00Z,NA,NA,13,0.52,NA,NA,NA
2017,M,0,Lami_spp,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,0,Mast_sSC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,0,Porp_sp,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,0,Ulva_iSC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,0,Ulva_lSC,2017-08-13T00:00:00Z,NA,NA,1,0.04,NA,NA,NA
2017,M,0,Vert_lSC,2017-08-13T00:00:00Z,NA,NA,1,0.04,NA,NA,NA
2017,M,3,Asco_nCC,2017-08-13T00:00:00Z,26,2,6,0.24,NA,NA,NA
2017,M,3,Asco_nSC,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Cera_rSC,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Chon_cSC,2017-08-13T00:00:00Z,26,2,16,0.64,NA,NA,NA
2017,M,3,Cora_oSC,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Fucu_dCC,2017-08-13T00:00:00Z,26,2,25,1,NA,NA,NA
2017,M,3,Fucu_dSC,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Fucu_sCC,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Fucu_spp,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Fucu_sSC,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Fucu_vCC,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Fucu_vSC,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Lami_spp,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Mast_sSC,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Porp_sp,2017-08-13T00:00:00Z,26,2,0,0,NA,NA,NA
2017,M,3,Ulva_iSC,2017-08-13T00:00:00Z,26,2,25,1,NA,NA,NA
2017,M,3,Ulva_lSC,2017-08-13T00:00:00Z,26,2,24,0.96,NA,NA,NA
2017,M,3,Vert_lSC,2017-08-13T00:00:00Z,26,2,1,0.04,NA,NA,NA
2017,M,6,Asco_nCC,2017-08-13T00:00:00Z,57,2,16,0.64,NA,NA,NA
2017,M,6,Asco_nSC,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Cera_rSC,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Chon_cSC,2017-08-13T00:00:00Z,57,2,25,1,NA,NA,NA
2017,M,6,Cora_oSC,2017-08-13T00:00:00Z,57,2,11,0.44,NA,NA,NA
2017,M,6,Fucu_dCC,2017-08-13T00:00:00Z,57,2,25,1,NA,NA,NA
2017,M,6,Fucu_dSC,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Fucu_sCC,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Fucu_spp,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Fucu_sSC,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Fucu_vCC,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Fucu_vSC,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Lami_spp,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Mast_sSC,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Porp_sp,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Ulva_iSC,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Ulva_lSC,2017-08-13T00:00:00Z,57,2,0,0,NA,NA,NA
2017,M,6,Vert_lSC,2017-08-13T00:00:00Z,57,2,6,0.24,NA,NA,NA
2017,M,9,Asco_nCC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,9,Asco_nSC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,9,Cera_rSC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,9,Chon_cSC,2017-08-13T00:00:00Z,NA,NA,4,0.16,NA,NA,NA
2017,M,9,Cora_oSC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,9,Fucu_dCC,2017-08-13T00:00:00Z,NA,NA,19,0.76,NA,NA,NA
2017,M,9,Fucu_dSC,2017-08-13T00:00:00Z,NA,NA,3,0.12,NA,NA,NA
2017,M,9,Fucu_sCC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,9,Fucu_spp,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,9,Fucu_sSC,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,9,Fucu_vCC,2017-08-13T00:00:00Z,NA,NA,8,0.32,NA,NA,NA
2017,M,9,Fucu_vSC,2017-08-13T00:00:00Z,NA,NA,2,0.08,NA,NA,NA
2017,M,9,Lami_spp,2017-08-13T00:00:00Z,NA,NA,0,0,NA,NA,NA
2017,M,9,Mast_sSC,2017-08-13T00:00:00Z,NA,NA,25,1,NA,NA,NA
